sex,year,age,pop,pcnt
Male,1995,95-99,210,3.65585392739683e-5
Male,1995,100+,23,4.0040304919108136e-6
Male,2000,0-4,318141,0.05178500127858775
Male,2000,5-9,314049,0.05111893112343019
Male,2000,10-14,321975,0.05240907580812687
Male,2000,15-19,290820,0.04733785985408636
Male,2000,20-24,263671,0.042918715513330596
Male,2000,25-29,256835,0.041805994208184684
Male,2000,30-34,242159,0.03941712676021491
Male,2000,35-39,216840,0.03529585836861319
Male,2000,40-44,188816,0.030734287002988688
Male,2000,45-49,169181,0.02753822456493427
Male,2000,50-54,131807,0.021454718704998148
Male,2000,55-59,103555,0.016856034926036424
Male,2000,60-64,91650,0.014918213519108091
Male,2000,65-69,72561,0.011811025544571764
Male,2000,70-74,53447,0.00869976822646776
Male,2000,75-79,32633,0.00531179554576164
Male,2000,80-84,16226,0.002641166749165825
Male,2000,85-89,6934,0.0011286731319312111
Male,2000,90-94,1814,2.952715692707264e-4
Male,2000,95-99,295,4.8018254098602145e-5
Male,2000,100+,27,4.3948910530924e-6
Male,2005,0-4,324554,0.04961152764782502
Male,2005,5-9,313763,0.04796200863142811
Male,2005,10-14,312860,0.04782397548604711
Male,2005,15-19,319208,0.048794334740619213
Male,2005,20-24,286149,0.043740915301914256
Male,2005,25-29,259966,0.039738565528369636
Male,2005,30-34,253568,0.03876056324249183
Male,2005,35-39,238602,0.036472851112068695
Male,2005,40-44,212536,0.03248838603177942
Male,2005,45-49,183226,0.028008041080376106
Male,2005,50-54,162554,0.024848106217346105
Male,2005,55-59,125074,0.01911888995059086
Male,2005,60-64,95399,0.01458275087065591
Male,2005,65-69,80279,0.012271498203811213
Male,2005,70-74,59155,0.009042470337777653
Male,2005,75-79,38818,0.005933743784495867
Male,2005,80-84,20194,0.003086867483747476
Male,2005,85-89,7806,0.0011932300474464096
Male,2005,90-94,2341,3.5784672573303166e-4
Male,2005,95-99,394,6.0227086688942535e-5
Male,2005,100+,39,5.961564418448627e-6
Male,2010,0-4,337184,0.04846808709432823
Male,2010,5-9,320668,0.046094015589007914
Male,2010,10-14,312621,0.04493730976415247
Male,2010,15-19,310243,0.04459548716548138
Male,2010,20-24,314102,0.045150194233720124
Male,2010,25-29,282854,0.04065849004394965
Male,2010,30-34,257046,0.03694875176535273
Male,2010,35-39,250592,0.03602102970823615
Male,2010,40-44,234516,0.03371020544573135
Male,2010,45-49,207729,0.029859742051869927
Male,2010,50-54,177092,0.025455865283372802
Male,2010,55-59,154422,0.0221971948410374
Male,2010,60-64,115278,0.016570490130195886
Male,2010,65-69,84638,0.012166182130497749
Male,2010,70-74,66381,0.00954185278485516
Male,2010,75-79,43806,0.006296837997218559
Male,2010,80-84,24923,0.0035825250742975425
Male,2010,85-89,10217,0.001468629726922842
Male,2010,90-94,2792,4.013325044111358e-4
Male,2010,95-99,545,7.834033485102759e-5
Male,2010,100+,57,8.193392819281785e-6
Male,2015,0-4,346247,0.046918260026840866
Male,2015,5-9,333336,0.045168752723654
Male,2015,10-14,318749,0.04319213874862598
Male,2015,15-19,310735,0.04210620028315161
Male,2015,20-24,307555,0.041675293829419584
Male,2015,25-29,311265,0.042178018025440286
Male,2015,30-34,279880,0.03792518813538376
Male,2015,35-39,253472,0.034346767496970104
Male,2015,40-44,246335,0.03337966706920737
Male,2015,45-49,229289,0.031069845870994737
Male,2015,50-54,201053,0.027243721774272228
Male,2015,55-59,168628,0.022849966503120954
Male,2015,60-64,143439,0.019436726671971244
Male,2015,65-69,102858,0.013937791200619205
Male,2015,70-74,70994,0.00962005433215462
Male,2015,75-79,50198,0.0068020887309561025
Male,2015,80-84,28822,0.003905530128762437
Male,2015,85-89,13141,0.0017806734932366657
Male,2015,90-94,3911,5.299607360207442e-4
Male,2015,95-99,703,9.526013741308698e-5
Male,2015,100+,84,1.1382434626883793e-5
Male,2020,0-4,349433,0.04482898855647355
Male,2020,5-9,342927,0.04399432955303536
Male,2020,10-14,331497,0.04252796736285729
Male,2020,15-19,316643,0.04062233796890234
Male,2020,20-24,308287,0.03955034125314312
Male,2020,25-29,306060,0.03926463796377072
Male,2020,30-34,309237,0.03967221737568635
Male,2020,35-39,276447,0.03546556678811515
Male,2020,40-44,249389,0.031994278236773234
Male,2020,45-49,241233,0.03094793965207574
Male,2020,50-54,222610,0.02855878277826243
Male,2020,55-59,192215,0.02465938831015549
Male,2020,60-64,157180,0.02016472520141633
Male,2020,65-69,128939,0.016541668804844256
Male,2020,70-74,87186,0.011185149073741468
Male,2020,75-79,54755,0.007024554831426079
Male,2020,80-84,33649,0.004316852260481347
Male,2020,85-89,15757,0.0020214758556986708
Male,2020,90-94,5328,6.835326114845795e-4
Male,2020,95-99,1078,1.3829732642274336e-4
Male,2020,100+,124,1.5908041258274748e-5
Male,2025,0-4,348334,0.042560543275131396
Male,2025,5-9,346579,0.04234611185744648
Male,2025,10-14,341355,0.04170782711329493
Male,2025,15-19,329794,0.040295267785742085
Male,2025,20-24,314640,0.03844370442186907
Male,2025,25-29,306656,0.037468194200332705
Male,2025,30-34,303752,0.037113374350214764
Male,2025,35-39,305370,0.03731106667717442
Male,2025,40-44,271778,0.033206690504598055
Male,2025,45-49,243978,0.029809999101953893
Male,2025,50-54,234233,0.028619324363868735
Male,2025,55-59,213389,0.02607253891074949
Male,2025,60-64,180050,0.02199907507360007
Male,2025,65-69,142050,0.017356115602359844
Male,2025,70-74,110065,0.013448087742159356
Male,2025,75-79,68239,0.008337655562051627
Male,2025,80-84,37551,0.004588099239593204
Male,2025,85-89,18861,0.0023044962786068924
Male,2025,90-94,6557,8.011548750768991e-4
Male,2025,95-99,1500,1.8327471597000893e-4
Male,2025,100+,188,2.297043106824112e-5
Male,2030,0-4,347874,0.04069422351513473
Male,2030,5-9,345614,0.04042984921540493
Male,2030,10-14,345205,0.04038200448594055
Male,2030,15-19,339869,0.039757800387109486
Male,2030,20-24,328016,0.038371239070871734
Male,2030,25-29,313048,0.03662028574416569
Male,2030,30-34,304341,0.03560174281153411
Male,2030,35-39,299954,0.035088552522633834
Male,2030,40-44,300479,0.035149966906420624
Male,2030,45-49,266131,0.031131945469642226
Male,2030,50-54,236995,0.027723622639143353
Male,2030,55-59,224787,0.026295533501487865
Male,2030,60-64,200722,0.02348041512848006
Male,2030,65-69,163681,0.019147367147820095
Male,2030,70-74,122230,0.014298438343351092
Male,2030,75-79,86805,0.010154429684975796
Male,2030,80-84,47776,0.005588825904376518
Male,2030,85-89,21656,0.0025333140862604207
Male,2030,90-94,8086,9.458984900952051e-4
Male,2030,95-99,1901,2.223785591975e-4
Male,2030,100+,268,3.13505806759232e-5
Male,2035,0-4,349152,0.03928563230884102
Male,2035,5-9,345281,0.03885007792946607
Male,2035,10-14,344258,0.038734972755066543
Male,2035,15-19,343892,0.03869379143167433
Male,2035,20-24,338260,0.03806009412745327
Male,2035,25-29,326452,0.03673149012030797
Male,2035,30-34,310771,0.03496710669923367
Male,2035,35-39,300701,0.03383405771956284
Male,2035,40-44,295251,0.03322083855976085
Male,2035,45-49,294605,0.03314815239880083
Male,2035,50-54,258801,0.029119583812094348
Male,2035,55-59,227588,0.02560758204422289
Male,2035,60-64,211900,0.02384241100220939
Male,2035,65-69,183526,0.020649845783820106
Male,2035,70-74,142067,0.015984991995520913
Male,2035,75-79,97684,0.010991137689192175
Male,2035,80-84,61425,0.006911373741437998
Male,2035,85-89,28352,0.0031900898382946703
Male,2035,90-94,9630,0.001083541377778558
Male,2035,95-99,2424,2.7274187951559963e-4
Male,2035,100+,352,3.960608151381645e-5
Male,2040,0-4,351164,0.03817477599643173
Male,2040,5-9,346737,0.037693520134964714
Male,2040,10-14,344012,0.03739728742150241
Male,2040,15-19,342996,0.037286838820813344
Male,2040,20-24,342289,0.03720998137919211
Male,2040,25-29,336610,0.03659262153341141
Male,2040,30-34,324162,0.03523940875646508
Male,2040,35-39,307272,0.033403309479262025
Male,2040,40-44,296206,0.03220033288947345
Male,2040,45-49,289649,0.03148752631986893
Male,2040,50-54,287044,0.031204338716724234
Male,2040,55-59,248896,0.027057298146757273
Male,2040,60-64,214780,0.023348573283461876
Male,2040,65-69,194441,0.0211375357938803
Male,2040,70-74,160499,0.017447726340545432
Male,2040,75-79,114862,0.012486562177507208
Male,2040,80-84,70307,0.007643021425832732
Male,2040,85-89,36899,0.00401126271341121
Male,2040,90-94,13031,0.0014165902712393692
Male,2040,95-99,2987,3.247145376557437e-4
Male,2040,100+,457,4.968012845954967e-5
Male,2045,0-4,352934,0.037222249525986725
Male,2045,5-9,348905,0.036797330296498496
Male,2045,10-14,345532,0.036441596228227506
Male,2045,15-19,342811,0.03615462546043463
Male,2045,20-24,341395,0.03600528675878277
Male,2045,25-29,340607,0.03592218019317425
Male,2045,30-34,334359,0.0352632337186539
Male,2045,35-39,320745,0.033827430693026496
Male,2045,40-44,302920,0.031947513774280456
Male,2045,45-49,290822,0.03067159596878315
Male,2045,50-54,282394,0.029782735391437196
Male,2045,55-59,276757,0.029188228144818886
Male,2045,60-64,235439,0.02483061763998025
Male,2045,65-69,197546,0.020834225393021284
Male,2045,70-74,171029,0.018037605088146745
Male,2045,75-79,131119,0.01382848956348171
Male,2045,80-84,83961,0.008854962379513937
Male,2045,85-89,43169,0.004552826561870834
Male,2045,90-94,17245,0.0018187471115722518
Male,2045,95-99,4182,4.4105540275993953e-4
Male,2045,100+,577,6.0853411619436894e-5
Male,2050,0-4,353201,0.03628144956923605
Male,2050,5-9,350824,0.03603727980293846
Male,2050,10-14,347763,0.03572284831171552
Male,2050,15-19,344387,0.03537605944717171
Male,2050,20-24,341229,0.035051663939402344
Male,2050,25-29,339691,0.03489367778014038
Male,2050,30-34,338400,0.03476106391043479
Male,2050,35-39,331034,0.03400441498382645
Male,2050,40-44,316458,0.03250714173454011
Male,2050,45-49,297649,0.030575047020913137
Male,2050,50-54,283795,0.02915193892571466
Male,2050,55-59,272523,0.027994058569927364
Male,2050,60-64,262722,0.026987282011457593
Male,2050,65-69,217311,0.022322581440426995
Male,2050,70-74,174487,0.017923622217907907
Male,2050,75-79,140990,0.014482749411147166
Male,2050,80-84,97171,0.009981581977662113
Male,2050,85-89,52586,0.005401729630006276
Male,2050,90-94,20761,0.002132607706396385
Male,2050,95-99,5678,5.832544943364324e-4
Male,2050,100+,815,8.371828335403178e-5
Male,2055,0-4,352059,0.035354029849667123
Male,2055,5-9,351237,0.03527148399077294
Male,2055,10-14,349743,0.03512145538592147
Male,2055,15-19,346672,0.03481306325372679
Male,2055,20-24,342877,0.03443196649642336
Male,2055,25-29,339610,0.03410389189665781
Male,2055,30-34,337584,0.03390043945125682
Male,2055,35-39,335183,0.0336593292235136
Male,2055,40-44,326817,0.03281920920464655
Male,2055,45-49,311196,0.03125053662339838
Male,2055,50-54,290690,0.029191308664172015
Male,2055,55-59,274176,0.027532960350572865
Male,2055,60-64,259028,0.02601178678545237
Male,2055,65-69,243627,0.024465206769844972
Male,2055,70-74,192920,0.019373171651904313
Male,2055,75-79,144820,0.014542933436806876
Male,2055,80-84,105762,0.010620699669545429
Male,2055,85-89,61925,0.006218555124114527
Male,2055,90-94,25919,0.002602805494742421
Male,2055,95-99,7064,7.093721985748086e-4
Male,2055,100+,1146,1.150821828378724e-4
Male,2060,0-4,349737,0.03445187807394086
Male,2060,5-9,350230,0.03450044249775205
Male,2060,10-14,350219,0.03449935891020251
Male,2060,15-19,348704,0.034350119352243184
Male,2060,20-24,345228,0.03400770568658865
Male,2060,25-29,341334,0.03362411569405162
Male,2060,30-34,337594,0.03325569592720813
Male,2060,35-39,334489,0.03294982871436081
Male,2060,40-44,331094,0.03261539419338925
Male,2060,45-49,321636,0.03168370591670325
Male,2060,50-54,304235,0.029969568921290563
Male,2060,55-59,281158,0.02769630075031542
Male,2060,60-64,261015,0.02571205493119022
Male,2060,65-69,240674,0.023708304536173303
Male,2060,70-74,217695,0.02144469014518497
Male,2060,75-79,161308,0.01589012185828566
Male,2060,80-84,109628,0.010799230534630276
Male,2060,85-89,68482,0.006746022051597681
Male,2060,90-94,31196,0.003073054290494455
Male,2060,95-99,9069,8.933686806159191e-4
Male,2060,100+,1493,1.4707238286024559e-4
Male,2065,0-4,347342,0.03366407624509795
Male,2065,5-9,348039,0.0337316288622385
Male,2065,10-14,349270,0.033850936282181145
Male,2065,15-19,349233,0.033847350275245415
Male,2065,20-24,347330,0.0336629132158215
Male,2065,25-29,343765,0.03331739660160907
Male,2065,30-34,339403,0.032894635459618994
Male,2065,35-39,334608,0.032429908344570296
Male,2065,40-44,330542,0.03203583525806602
Male,2065,45-49,326065,0.03160192841884328
Male,2065,50-54,314763,0.030506548678638827
Male,2065,55-59,294686,0.028560703780029294
Male,2065,60-64,268090,0.02598304322698755
Male,2065,65-69,243043,0.023555510369714407
Male,2065,70-74,215694,0.02090486972957534
Male,2065,75-79,183648,0.017799000046811928
Male,2065,80-84,123298,0.011949931977325193
Male,2065,85-89,71825,0.006961214815093367
Male,2065,90-94,35237,0.003415138551193108
Male,2065,95-99,11209,0.0010863662633119604
Male,2065,100+,1968,1.9073680133802642e-4
Male,2070,0-4,344612,0.03294808553048108
Male,2070,5-9,345766,0.03305841857373603
Male,2070,10-14,347137,0.033189498818365616
Male,2070,15-19,348336,0.03330413427665217
Male,2070,20-24,347927,0.03326503010447602
Male,2070,25-29,345943,0.03307534140619368
Male,2070,30-34,341919,0.03269060989314522
Male,2070,35-39,336521,0.03217451130779841
Male,2070,40-44,330796,0.03162714850655526
Male,2070,45-49,325691,0.031139063423525338
Male,2070,50-54,319385,0.030536151663763014
Male,2070,55-59,305326,0.029191981598666518
Male,2070,60-64,281564,0.026920115243532945
Male,2070,65-69,250177,0.023919228563599543
Male,2070,70-74,218467,0.020887460104661505
Male,2070,75-79,182796,0.017476983513719253
Male,2070,80-84,142037,0.013580047196536804
Male,2070,85-89,81795,0.007820356389115005
Male,2070,90-94,37577,0.003592707769836476
Male,2070,95-99,12997,0.0012426330703506048
Male,2070,100+,2516,2.40552804878212e-4
Male,2075,0-4,341814,0.032315848099801016
Male,2075,5-9,343152,0.032442345565550035
Male,2075,10-14,344918,0.032609307093586476
Male,2075,15-19,346253,0.03273552093273067
Male,2075,20-24,347098,0.03281540909308786
Male,2075,25-29,346623,0.03277050154732494
Male,2075,30-34,344186,0.03254010220201078
Male,2075,35-39,339143,0.032063325879311017
Male,2075,40-44,332836,0.031467048213781094
Male,2075,45-49,326114,0.030831535534584623
Male,2075,50-54,319244,0.030182030609550447
Male,2075,55-59,310201,0.029327085480426125
Male,2075,60-64,292329,0.027637427253321196
Male,2075,65-69,263494,0.02491130287000816
Male,2075,70-74,225578,0.02132664075390977
Male,2075,75-79,185924,0.01757766429141991
Male,2075,80-84,142246,0.01344825000966694
Male,2075,85-89,95683,0.00904608147628026
Male,2075,90-94,43510,0.004113531191883136
Male,2075,95-99,14178,0.001340419334371848
Male,2075,100+,3036,2.8703012407623997e-4
Male,2080,0-4,338635,0.03172548766103518
Male,2080,5-9,340465,0.03189693373843325
Male,2080,10-14,342358,0.032074282057840096
Male,2080,15-19,344081,0.032235703692461336
Male,2080,20-24,345084,0.032329671132696455
Male,2080,25-29,345875,0.032403777060140096
Male,2080,30-34,344959,0.03231796033505997
Male,2080,35-39,341517,0.03199549181134186
Male,2080,40-44,335588,0.03144002525784834
Male,2080,45-49,328315,0.03075864420816739
Male,2080,50-54,319885,0.029968868015563182
Male,2080,55-59,310374,0.029077816844998692
Male,2080,60-64,297526,0.027874134220730734
Male,2080,65-69,274327,0.025700703865781143
Male,2080,70-74,238543,0.022348230404790746
Male,2080,75-79,192806,0.01806329639279327
Male,2080,80-84,145451,0.013626777816189194
Male,2080,85-89,96610,0.009051041277282646
Male,2080,90-94,51875,0.00485998101913919
Male,2080,95-99,16768,0.0015709332381479701
Male,2080,100+,3451,3.2331170114793925e-4
Male,2085,0-4,334457,0.031110357462571615
Male,2085,5-9,337390,0.031383177820458345
Male,2085,10-14,339721,0.03160000163710818
Male,2085,15-19,341568,0.031771804978743635
Male,2085,20-24,342979,0.03190305268586201
Male,2085,25-29,343944,0.03199281458335969
Male,2085,30-34,344304,0.032026300887089396
Male,2085,35-39,342404,0.03184956761740484
Male,2085,40-44,338096,0.03144884818277271
Male,2085,45-49,331229,0.030810096939128596
Male,2085,50-54,322290,0.029978613414017963
Male,2085,55-59,311310,0.028957281150261974
Male,2085,60-64,298116,0.027730008118568305
Male,2085,65-69,279881,0.02603383381714841
Male,2085,70-74,249339,0.023192893015724424
Male,2085,75-79,205052,0.01907342653439825
Male,2085,80-84,151704,0.01411112839169748
Male,2085,85-89,99496,0.009254870210807445
Male,2085,90-94,53060,0.004935509099717003
Male,2085,95-99,20461,0.0019032312794818999
Male,2085,100+,4148,3.8583663297448416e-4
Male,2090,0-4,329657,0.030495869985726034
Male,2090,5-9,333314,0.030834171300540524
Male,2090,10-14,336694,0.031146847932772673
Male,2090,15-19,338976,0.03135795091346905
Male,2090,20-24,340530,0.03150170815799236
Male,2090,25-29,341921,0.031630386618180205
Male,2090,30-34,342470,0.03168117344394809
Male,2090,35-39,341865,0.03162520617693612
Male,2090,40-44,339125,0.03137173458749349
Male,2090,45-49,333908,0.030889120980879547
Male,2090,50-54,325418,0.030103729085124827
Male,2090,55-59,313998,0.029047289102849334
Male,2090,60-64,299455,0.02770194701333686
Male,2090,65-69,280994,0.025994159052497297
Male,2090,70-74,255275,0.023614948903272835
Male,2090,75-79,215562,0.019941183490303785
Male,2090,80-84,162634,0.015044926451610516
Male,2090,85-89,104632,0.009679284433051586
Male,2090,90-94,55268,0.005112725476392452
Male,2090,95-99,21338,0.001973933129754327
Male,2090,100+,5176,4.788207835602397e-4
Male,2095,0-4,324409,0.029894325018413895
Male,2095,5-9,328606,0.030281079029869446
Male,2095,10-14,332665,0.030655116326152046
Male,2095,15-19,335994,0.030961884042171945
Male,2095,20-24,338003,0.031147013613059292
Male,2095,25-29,339552,0.031289754133370144
Male,2095,30-34,340540,0.03138079844199966
Male,2095,35-39,340149,0.03134476774900964
Male,2095,40-44,338732,0.031214191043212044
Male,2095,45-49,335119,0.030881252695966654
Male,2095,50-54,328320,0.030254724098424057
Male,2095,55-59,317416,0.029249919299541214
Male,2095,60-64,302519,0.027877159111632393
Male,2095,65-69,282826,0.026062446996408632
Male,2095,70-74,257022,0.023684605559287124
Male,2095,75-79,221789,0.0204378807354574
Male,2095,80-84,172316,0.015878938345955287
Male,2095,85-89,113425,0.0104521262209544
Male,2095,90-94,58825,0.00542073021774426
Male,2095,95-99,22609,0.0020834218358347636
Male,2095,100+,5700,5.252556267087511e-4
Male,2100,0-4,319081,0.02933970784333594
Male,2100,5-9,323446,0.029741072464658305
Male,2100,10-14,328001,0.030159907710963774
Male,2100,15-19,332008,0.030528353996791657
Male,2100,20-24,335086,0.030811378121517942
Male,2100,25-29,337106,0.03099711845028568
Male,2100,30-34,338267,0.03110387316399823
Male,2100,35-39,338335,0.031110125808729024
Male,2100,40-44,337166,0.03100263548975403
Male,2100,45-49,334918,0.030795930411006568
Male,2100,50-54,329776,0.030323120128569088
Male,2100,55-59,320630,0.02948213941227714
Male,2100,60-64,306334,0.02816761280828527
Male,2100,65-69,286359,0.026330898418614197
Male,2100,70-74,259467,0.02385816132890033
Male,2100,75-79,224259,0.02062076256887334
Male,2100,80-84,178542,0.016417054345965087
Male,2100,85-89,121538,0.011175499048402643
Male,2100,90-94,64788,0.005957299217922875
Male,2100,95-99,24484,0.0022513199057174736
Male,2100,100+,6215,5.714733382631146e-4
